label,text
0,회의는 3시에 시작합니다. 회의실은 3층입니다.
0,요청하신 자료 메일로 보냈습니다. 확인 부탁드립니다.
0,안녕하세요. 이번 주 배포 일정 공유드립니다.
0,확인 후 회신 부탁드립니다.
0,죄송합니다. 일정이 하루 정도 밀릴 것 같습니다.
0,네 알겠습니다. 그렇게 진행하겠습니다.
0,해당 이슈는 재현이 되지 않아 추가 로그가 필요합니다.
0,테스트 케이스 작성 완료했습니다. 리뷰 부탁드립니다.
0,내일 오전 10시로 회의실 예약해두었습니다.
0,말씀하신 부분 반영해서 수정했습니다.
0,지금 확인해보겠습니다. 잠시만 기다려 주세요.
0,문서에 정리해두었으니 참고 부탁드립니다.
0,권한 요청드립니다. 승인 부탁드립니다.
0,계정 정보는 별도 채널로 전달드리겠습니다.
0,서버 점검은 새벽 2시부터 4시까지 진행됩니다.
0,장애 복구 완료되었습니다. 서비스 정상화되었습니다.
0,티켓 번호 공유드립니다. 진행 상황은 여기서 확인 가능합니다.
0,우선순위를 조정하는 편이 좋을 것 같습니다.
0,요구사항 정리본 첨부드립니다.
0,테스트 환경에서는 정상 동작합니다.
0,이 부분은 제가 담당하겠습니다.
0,진행 상황 업데이트 드립니다.
0,회의록 정리해서 게시판에 올렸습니다.
0,피드백 감사합니다. 다음 버전에 반영하겠습니다.
0,일정표 다시 공유드립니다. 변경된 부분은 표시해두었습니다.
0,확인이 늦어져 죄송합니다.
0,해당 파일은 권한이 없어 열리지 않습니다.
0,다시 한 번 시도해보시겠어요?
0,혹시 지금 통화 가능하실까요?
0,자리를 비운 사이에 연락 주셨네요. 다시 연락드리겠습니다.
0,오늘 오후에 배포 예정입니다. 참고 부탁드립니다.
0,코드 리뷰 남겨두었습니다. 확인해주세요.
0,빌드가 실패해서 원인 확인 중입니다.
0,로그 확인 결과 타임아웃으로 보입니다.
0,다음 주 월요일에 다시 논의하면 좋겠습니다.
0,일정 조율이 조금 필요할 것 같습니다.
0,감사합니다. 확인했습니다.
0,수고하셨습니다. 내일 뵙겠습니다.
0,자료 검토 후 의견 드리겠습니다.
0,해당 기능은 다음 버전에 포함될 예정입니다.
0,담당자분께 전달해두겠습니다.
0,관련 부서에 확인 요청해두었습니다.
0,오늘 안에 답변드리기 어려울 것 같습니다.
0,내일 오전 중으로 정리해서 공유드리겠습니다.
0,첨부파일 용량이 커서 링크로 대체합니다.
0,수정된 버전으로 다시 올렸습니다.
0,이전 버전은 삭제해주시면 됩니다.
0,회신 감사합니다. 바로 처리하겠습니다.
0,요청하신 대로 처리 완료했습니다.
0,추가로 필요한 자료 있으시면 말씀해주세요.
0,안녕하세요. 문의 주셔서 감사합니다.
0,주문하신 상품은 오늘 출고되었습니다.
0,송장번호는 문자로 안내드렸습니다.
0,배송은 영업일 기준 2일 정도 소요됩니다.
0,결제가 정상적으로 완료되었습니다.
0,환불 절차 안내드리겠습니다.
0,교환은 수령 후 7일 이내에 가능합니다.
0,재고가 부족하여 입고 후 발송 예정입니다.
0,불편을 드려 죄송합니다.
0,담당 부서로 연결해드리겠습니다.
0,상담 가능 시간은 평일 9시부터 6시까지입니다.
0,접수번호 알려주시면 조회해드리겠습니다.
0,해당 내용은 확인 후 다시 연락드리겠습니다.
0,고객님 요청사항 접수되었습니다.
0,처리 결과는 문자로 안내드릴 예정입니다.
0,취소 요청 정상적으로 처리되었습니다.
0,영수증은 마이페이지에서 출력 가능합니다.
0,회원 정보 변경은 설정 메뉴에서 가능합니다.
0,비밀번호 재설정 링크를 보내드렸습니다.
0,이용해주셔서 감사합니다.
0,예약 확인 도와드리겠습니다.
0,예약 시간 변경 원하시면 말씀해주세요.
0,금요일 저녁 7시에 네 명으로 예약 가능할까요?
0,주차 공간이 있는지 궁금합니다.
0,포장 주문도 가능한지 문의드립니다.
0,영업시간이 어떻게 되는지 알 수 있을까요?
0,오늘 저녁에 자리 있는지 확인 부탁드립니다.
0,예약 취소 부탁드립니다. 죄송합니다.
0,조금 늦을 것 같습니다. 10분 정도 양해 부탁드립니다.
0,메뉴 변경 가능한지 여쭤봅니다.
0,안녕하세요. 이번 학기 수강 신청 관련해서 문의드립니다.
0,과제 제출 기한은 금요일 자정까지입니다.
0,강의 자료는 학습관리시스템에 업로드했습니다.
0,출석 확인 부탁드립니다.
0,질문 있으시면 게시판에 남겨주세요.
0,다음 주 수업은 휴강입니다.
0,보강 일정은 추후 공지하겠습니다.
0,시험 범위는 3장부터 7장까지입니다.
0,성적 이의신청 기간은 다음 주까지입니다.
0,조교님께 서류 제출했습니다.
0,장학금 신청 서류 마감일이 언제인지 문의드립니다.
0,수강 정정 기간이 지나서 변경이 어렵습니다.
0,팀 프로젝트 발표는 마지막 주에 진행합니다.
0,발표 자료는 미리 제출 부탁드립니다.
0,결석계 제출하려면 어떤 서류가 필요할까요?
0,실습실 사용 신청은 어디서 하는지 궁금합니다.
0,도서 반납 기한 연장 가능한지 문의드립니다.
0,증명서 발급 신청했습니다. 언제쯤 수령 가능할까요?
0,휴학 신청 절차 안내 부탁드립니다.
0,졸업 요건 확인하고 싶어서 연락드렸습니다.
0,교수님 안녕하세요. 이번 주 면담 가능하신 시간이 있을까요?
0,메일 확인했습니다. 답변 감사합니다.
0,늦은 시간에 연락드려 죄송합니다.
0,오늘 도와주셔서 감사했습니다.
0,다음에 기회가 되면 다시 뵙겠습니다.
0,조심히 들어가세요.
0,식사는 하셨는지 궁금해서 연락드렸습니다.
0,덕분에 잘 마무리했습니다. 감사합니다.
0,부탁드린 일 잘 처리해주셔서 감사합니다.
0,갑작스럽게 부탁드려 죄송합니다.
0,시간 내주셔서 감사합니다.
0,말씀 주신 내용 잘 알겠습니다.
0,그럼 그렇게 알고 있겠습니다.
0,연락 기다리고 있겠습니다.
0,편하신 시간에 답변 주시면 됩니다.
0,급한 건 아니니 천천히 확인 부탁드립니다.
0,잘 받았습니다. 감사합니다.
0,좋은 하루 보내세요.
0,주말 잘 보내시길 바랍니다.
0,건강 조심하세요.
0,다음 주에 뵙겠습니다.
0,공지사항 확인 부탁드립니다.
0,아래 내용 참고해주시기 바랍니다.
0,신청 기간은 다음 달 10일까지입니다.
0,자세한 사항은 첨부 문서를 확인해주세요.
0,변경된 내용은 다음과 같습니다.
0,문의사항은 담당자에게 연락 바랍니다.
0,참석 여부 회신 부탁드립니다.
0,장소는 추후 별도 안내 예정입니다.
0,사전 신청자에 한해 입장 가능합니다.
0,정원 초과 시 조기 마감될 수 있습니다.
0,행사 당일 신분증을 지참해주시기 바랍니다.
0,우천 시 일정이 변경될 수 있습니다.
0,많은 관심과 참여 부탁드립니다.
0,안내에 협조해주셔서 감사합니다.
0,공사로 인해 일부 구간 통행이 제한됩니다.
0,이용에 불편을 드려 죄송합니다.
0,점검 시간 동안 서비스 이용이 제한됩니다.
0,자세한 일정은 홈페이지에서 확인 가능합니다.
0,신청서는 아래 링크에서 다운로드 가능합니다.
0,제출 서류는 총 세 가지입니다.
0,접수는 선착순으로 마감됩니다.
0,결과는 개별 안내드릴 예정입니다.
0,오늘 몇 시에 퇴근하시나요?
0,점심 같이 하실까요?
0,커피 한 잔 하시겠어요?
0,회의 끝나고 잠깐 이야기 나눌 수 있을까요?
0,자료 찾으시는 것 도와드릴까요?
0,이 부분은 어떻게 처리하면 될까요?
0,혹시 이거 어디에 저장되어 있는지 아시나요?
0,담당자가 누구인지 알 수 있을까요?
0,언제까지 제출하면 되는지 궁금합니다.
0,지금 진행해도 괜찮을까요?
0,다시 설명해주실 수 있을까요?
0,제가 이해한 게 맞는지 확인 부탁드립니다.
0,이 방식으로 진행해도 문제없을까요?
0,다른 방법이 있는지 여쭤봅니다.
0,어느 쪽이 더 나을지 의견 부탁드립니다.
0,수정이 필요한 부분 알려주시면 반영하겠습니다.
0,일정 변경이 가능한지 확인 부탁드립니다.
0,자료를 언제쯤 받아볼 수 있을까요?
0,회신이 늦어질 수 있는 점 양해 부탁드립니다.
0,확인하는 대로 알려드리겠습니다.
0,네 확인했습니다.
0,알겠습니다. 감사합니다.
0,넵 바로 처리하겠습니다.
0,좋습니다. 그렇게 하시죠.
0,괜찮습니다. 신경 쓰지 않으셔도 됩니다.
0,저도 같은 생각입니다.
0,말씀하신 방향에 동의합니다.
0,조금 더 검토가 필요할 것 같습니다.
0,그 부분은 다시 확인해보겠습니다.
0,제가 잘못 알고 있었습니다. 죄송합니다.
0,정정하겠습니다.
0,보완해서 다시 올리겠습니다.
0,내용 확인했고 별다른 의견 없습니다.
0,이대로 진행하셔도 됩니다.
0,승인 처리했습니다.
0,반려 사유는 아래와 같습니다.
0,보류하겠습니다.
0,결정되면 공유드리겠습니다.
0,논의 결과 다음과 같이 정리했습니다.
0,최종안으로 확정하겠습니다.
0,지원서 접수 확인했습니다.
0,서류 심사 결과는 다음 주에 안내드립니다.
0,면접 일정 조율을 위해 연락드렸습니다.
0,가능하신 시간대를 알려주시면 감사하겠습니다.
0,면접은 약 30분 정도 소요될 예정입니다.
0,온라인으로 진행되며 링크는 사전에 발송됩니다.
0,합격을 축하드립니다. 안내 사항 전달드립니다.
0,아쉽게도 이번에는 함께하지 못하게 되었습니다.
0,지원해주셔서 감사합니다.
0,입사 서류는 첫 출근일에 지참해주시기 바랍니다.
0,근무 시간은 9시부터 6시까지입니다.
0,휴가 신청은 시스템에서 가능합니다.
0,연차 사용 계획 미리 알려주시면 좋겠습니다.
0,급여일은 매월 25일입니다.
0,교육 이수는 이번 달까지 완료하셔야 합니다.
0,보험 관련 서류 제출 부탁드립니다.
0,사원증 발급 신청해두었습니다.
0,자리 배치는 팀장님께 확인 부탁드립니다.
0,비품 필요하시면 말씀해주세요.
0,궁금한 점 있으시면 편하게 물어보세요.
0,계약서 검토 부탁드립니다.
0,견적서 보내드렸습니다. 확인 후 회신 부탁드립니다.
0,금액 조정이 가능한지 문의드립니다.
0,세금계산서 발행 요청드립니다.
0,입금 확인되었습니다.
0,정산 내역 정리해서 보내드리겠습니다.
0,미수금 관련해서 확인 부탁드립니다.
0,납기일 준수 가능한지 확인 부탁드립니다.
0,수량 변경이 필요합니다.
0,발주서 첨부합니다.
0,샘플 먼저 확인해보고 싶습니다.
0,단가표 공유 가능하실까요?
0,거래 조건은 기존과 동일합니다.
0,계약 기간은 1년입니다.
0,갱신 여부는 만료 한 달 전에 논의하겠습니다.
0,협의된 내용은 문서로 남기겠습니다.
0,양측 서명 후 효력이 발생합니다.
0,담당자 변경되었습니다. 앞으로 제가 담당합니다.
0,인수인계 자료 전달받았습니다.
0,기존 히스토리 파악에 시간이 조금 필요합니다.
0,다음 주부터 정상 진행 가능합니다.
0,병원 예약 변경하고 싶어서 연락드렸습니다.
0,진료 시간이 어떻게 되는지 문의드립니다.
0,처방전 재발급 가능한지 궁금합니다.
0,검사 결과는 언제쯤 나오는지 알 수 있을까요?
0,보험 청구용 서류가 필요합니다.
0,수리 접수하고 싶습니다.
0,방문 가능한 날짜를 알려주시면 감사하겠습니다.
0,견적 먼저 받아볼 수 있을까요?
0,증상은 전원이 갑자기 꺼지는 현상입니다.
0,보증 기간이 남아 있는지 확인 부탁드립니다.
0,부품 교체가 필요한 상황입니다.
0,수리 기간은 얼마나 걸릴까요?
0,택배로 보내도 되는지 문의드립니다.
0,회수 신청 접수했습니다.
0,설치 일정 조율 부탁드립니다.
0,관리사무소에 문의드립니다.
0,엘리베이터 점검 일정 공지 확인했습니다.
0,주차 등록 절차 안내 부탁드립니다.
0,공용 시설 이용 시간이 궁금합니다.
0,분리수거 요일 확인하고 싶습니다.
0,소음 관련해서 협조 부탁드립니다.
0,택배가 잘못 배송된 것 같습니다.
0,전입 신고 관련 서류 문의드립니다.
0,계약 갱신 관련해서 상의드리고 싶습니다.
0,월세 입금했습니다. 확인 부탁드립니다.
0,보일러가 작동하지 않아 연락드렸습니다.
0,수도 점검이 필요할 것 같습니다.
0,방문 시간 조율 가능할까요?
0,열쇠 반납은 어디로 하면 될까요?
0,오늘 일정 정리해서 공유드립니다.
0,내일 일정 변동 없습니다.
0,참석 인원은 총 여덟 명입니다.
0,장소는 2층 대회의실입니다.
0,자료는 미리 읽어보시면 좋겠습니다.
0,의견 있으시면 회의 전에 남겨주세요.
0,시간 관계상 다음 안건으로 넘어가겠습니다.
0,오늘 논의된 내용은 정리해서 공유하겠습니다.
0,다음 회의는 2주 뒤로 하겠습니다.
0,참석 어려우시면 미리 알려주세요.
0,대리 참석도 가능합니다.
